Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDC60,5.425,Regular,0.191603334,Baking Goods,87.0514,OUT010,1998.0,Small,Tier 3,Grocery Store,88.5514
FDT34,9.3,Low Fat,0.29182661600000004,Snack Foods,107.1964,OUT010,1998.0,Small,Tier 3,Grocery Store,420.7856
NCR53,12.15,Low Fat,0.242768664,Health and Hygiene,226.5404,OUT010,1998.0,Small,Tier 3,Grocery Store,225.0404
NCJ43,6.635,Low Fat,0.045308629,Household,173.1396,OUT010,1998.0,Small,Tier 3,Grocery Store,348.8792
FDG34,11.5,Regular,0.062885197,Snack Foods,106.7254,OUT010,1998.0,Small,Tier 3,Grocery Store,542.627
FDD38,16.75,Regular,0.013711274,Canned,100.2674,OUT010,1998.0,Small,Tier 3,Grocery Store,203.7348
FDU23,12.15,Low Fat,0.036360676,Breads,166.0184,OUT010,1998.0,Small,Tier 3,Grocery Store,330.2368
NCN26,10.85,Low Fat,0.048004263,Household,117.5808,OUT010,1998.0,Small,Tier 3,Grocery Store,351.5424
NCQ41,14.8,Low Fat,0.032606181,Health and Hygiene,193.5794,OUT010,1998.0,Small,Tier 3,Grocery Store,390.1588
FDT46,11.35,Low Fat,0.051564827,Snack Foods,49.0008,OUT010,1998.0,Small,Tier 3,Grocery Store,101.2016
NCH42,6.86,Low Fat,0.061155983,Household,228.401,OUT010,1998.0,Small,Tier 3,Grocery Store,229.701
FDW24,6.8,Low Fat,0.06276237400000001,Baking Goods,50.4034,OUT010,1998.0,Small,Tier 3,Grocery Store,48.6034
FDY35,17.6,Regular,0.026827052,Breads,47.8402,OUT010,1998.0,Small,Tier 3,Grocery Store,91.8804
FDP03,5.15,Regular,0.10239789,Meat,122.1388,OUT010,1998.0,Small,Tier 3,Grocery Store,495.3552
FDT04,17.25,Low Fat,0.064385506,Frozen Foods,37.5822,OUT010,1998.0,Small,Tier 3,Grocery Store,196.411
FDA39,6.32,Low Fat,0.021287234,Meat,38.5822,OUT010,1998.0,Small,Tier 3,Grocery Store,78.5644
FDA32,14.0,Low Fat,0.050371508,Fruits and Vegetables,214.7192,OUT010,1998.0,Small,Tier 3,Grocery Store,862.8768
FDG09,20.6,Regular,0.080235512,Fruits and Vegetables,188.9556,OUT010,1998.0,Small,Tier 3,Grocery Store,563.2668
NCQ30,7.725,Low Fat,0.048661041,Household,123.7414,OUT010,1998.0,Small,Tier 3,Grocery Store,121.8414
FDV11,9.1,Regular,0.136695145,Breads,173.4054,OUT010,1998.0,Small,Tier 3,Grocery Store,875.5269999999998
FDM25,10.695,Regular,0.10154201,Breakfast,173.7712,,1998.0,Small,Tier 3,Grocery Store,175.7712
NCP02,7.105,Low Fat,0.075000682,Household,61.0562,OUT010,1998.0,Small,Tier 3,Grocery Store,296.281
FDG50,7.405,Low Fat,0.02556185,Canned,89.7146,OUT010,1998.0,Small,Tier 3,Grocery Store,182.4292
FDP16,18.6,Low Fat,0.06577152900000001,Frozen Foods,245.7802,OUT010,1998.0,Small,Tier 3,Grocery Store,245.6802
NCK05,20.1,Low Fat,0.07507967025000001,Health and Hygiene,61.3536,OUT010,1998.0,Small,Tier 3,Grocery Store,183.7608
FDX31,20.35,Regular,0.024815024,Fruits and Vegetables,234.0958,OUT010,1998.0,Small,Tier 3,Grocery Store,467.3916
FDO37,8.06,Low Fat,0.035780177,Breakfast,230.2326,OUT010,1998.0,Small,Tier 3,Grocery Store,693.0978
FDY56,16.35,Regular,0.104463896,Fruits and Vegetables,227.1062,OUT010,1998.0,Small,Tier 3,Grocery Store,225.7062
DRJ01,6.135,Low Fat,0.192540665,Soft Drinks,160.2236,OUT010,1998.0,Small,Tier 3,Grocery Store,322.2472
FDM51,11.8,Regular,0.021640695499999998,Meat,102.4674,OUT010,1998.0,Small,Tier 3,Grocery Store,203.7348
FDJ07,7.26,Low Fat,0.014447021,Meat,117.415,OUT010,1998.0,Small,Tier 3,Grocery Store,466.06
FDX50,20.1,Low Fat,0.124910635,Dairy,109.6228,OUT010,1998.0,Small,Tier 3,Grocery Store,110.5228
FDS10,19.2,Low Fat,0.058893461,Snack Foods,178.9318,OUT010,1998.0,Small,Tier 3,Grocery Store,180.4318
FDO40,17.1,Low Fat,0.054612768,Frozen Foods,150.2392,OUT010,1998.0,Small,Tier 3,Grocery Store,596.5568
FDS21,19.85,Regular,0.034942397,Snack Foods,61.9194,OUT010,1998.0,Small,Tier 3,Grocery Store,123.8388
DRG11,6.385,Low Fat,0.14032811,Hard Drinks,109.1596,OUT010,1998.0,Small,Tier 3,Grocery Store,107.8596
FDT03,21.25,Low Fat,0.016735879,Meat,185.2608,OUT010,1998.0,Small,Tier 3,Grocery Store,183.7608
NCO55,12.8,Low Fat,0.152377658,Others,108.1938,OUT010,1998.0,Small,Tier 3,Grocery Store,428.7752
NCV42,6.26,Low Fat,0.052593952,Household,111.0228,OUT010,1998.0,Small,Tier 3,Grocery Store,221.0456
FDZ44,8.185,Low Fat,0.064824502,Fruits and Vegetables,116.0808,OUT010,1998.0,Small,Tier 3,Grocery Store,234.3616
DRA24,19.35,Regular,0.066831682,Soft Drinks,163.8868,OUT010,1998.0,Small,Tier 3,Grocery Store,327.5736
FDT12,6.215,Regular,0.083056555,Baking Goods,224.4062,OUT010,1998.0,Small,Tier 3,Grocery Store,225.7062
FDK51,19.85,Low Fat,0.008762556,Dairy,266.6884,OUT010,1998.0,Small,Tier 3,Grocery Store,264.9884
FDV24,5.635,Low Fat,0.172856719,Baking Goods,148.205,OUT010,1998.0,Small,Tier 3,Grocery Store,449.415
FDL36,15.1,Low Fat,0.127334766,Baking Goods,88.28299999999999,OUT010,1998.0,Small,Tier 3,Grocery Store,89.883
FDU33,7.63,Regular,0.225476528,Snack Foods,45.1402,OUT010,1998.0,Small,Tier 3,Grocery Store,45.9402
FDL13,13.85,Regular,0.094265737,Breakfast,233.93,OUT010,1998.0,Small,Tier 3,Grocery Store,233.03
FDB28,6.615,Low Fat,0.156307983,Dairy,196.3426,OUT010,1998.0,Small,Tier 3,Grocery Store,790.9704
FDC41,15.6,Low Fat,0.195688803,Frozen Foods,77.367,OUT010,1998.0,Small,Tier 3,Grocery Store,153.134
FDN39,19.35,Regular,0.109667698,Meat,166.0816,OUT010,1998.0,Small,Tier 3,Grocery Store,671.1264
FDR07,21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2094,OUT010,1998.0,Small,Tier 3,Grocery Store,190.4188
NCZ17,12.15,Low Fat,0.132952286,Health and Hygiene,37.6506,OUT010,1998.0,Small,Tier 3,Grocery Store,37.9506
FDK46,9.6,Low Fat,0.08614586699999999,Snack Foods,258.362,OUT010,1998.0,Small,Tier 3,Grocery Store,259.66200000000003
FDT15,12.15,Regular,0.071440118,Meat,182.295,OUT010,1998.0,Small,Tier 3,Grocery Store,549.285
DRI01,7.97,Low Fat,0.057667173,Soft Drinks,172.1422,OUT010,1998.0,Small,Tier 3,Grocery Store,517.3266
FDC14,14.5,Regular,0.06904249,Canned,41.4454,OUT010,1998.0,Small,Tier 3,Grocery Store,41.9454
FDY21,15.1,Low Fat,0.1300435424,Snack Foods,197.211,OUT010,1998.0,Small,Tier 3,Grocery Store,196.411
FDW44,9.5,Regular,0.058835928,Fruits and Vegetables,170.2448,OUT010,1998.0,Small,Tier 3,Grocery Store,170.4448
FDY39,5.305,Regular,0.07871639,Meat,183.5608,OUT010,1998.0,Small,Tier 3,Grocery Store,551.2824
FDZ07,15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,OUT010,1998.0,Small,Tier 3,Grocery Store,185.7582
NCX05,15.2,Low Fat,0.162462044,Health and Hygiene,117.6492,OUT010,1998.0,Small,Tier 3,Grocery Store,347.5476
FDK40,7.035,Low Fat,0.015615496,Frozen Foods,263.291,OUT010,1998.0,Small,Tier 3,Grocery Store,525.982
NCJ30,5.82,Low Fat,0.134975628,Household,170.579,OUT010,1998.0,Small,Tier 3,Grocery Store,509.337
NCN29,15.2,Low Fat,0.020280476,Health and Hygiene,49.1034,OUT010,1998.0,Small,Tier 3,Grocery Store,194.4136
FDZ02,6.905,Regular,0.06385097099999999,Dairy,97.2726,OUT010,1998.0,Small,Tier 3,Grocery Store,195.7452
FDG38,8.975,Regular,0.088257771,Canned,84.1224,OUT010,1998.0,Small,Tier 3,Grocery Store,170.4448
FDS04,10.195,Regular,0.245483691,Frozen Foods,141.8838,OUT010,1998.0,Small,Tier 3,Grocery Store,280.9676
FDS19,13.8,Regular,0.107469819,Fruits and Vegetables,77.8012,OUT010,1998.0,Small,Tier 3,Grocery Store,227.7036
DRD37,9.8,Low Fat,0.02316823,Soft Drinks,47.506,OUT010,1998.0,Small,Tier 3,Grocery Store,186.424
NCD31,12.1,Low Fat,0.025834128,Household,165.1526,OUT010,1998.0,Small,Tier 3,Grocery Store,164.4526
NCQ30,7.725,Low Fat,0.050901814,Household,120.5414,OUT019,1985.0,Small,Tier 3,Grocery Store,365.5242
FDR09,18.25,Low Fat,0.130095044,Snack Foods,257.2962,OUT010,1998.0,Small,Tier 3,Grocery Store,517.9924
FDV20,20.2,Regular,0.100095288,Fruits and Vegetables,125.2678,OUT010,1998.0,Small,Tier 3,Grocery Store,127.1678
FDH21,10.395,Low Fat,0.05226427,Seafood,158.4604,OUT010,1998.0,Small,Tier 3,Grocery Store,158.4604
NCD43,8.85,Low Fat,0.026814124,Household,103.7964,OUT010,1998.0,Small,Tier 3,Grocery Store,210.3928
FDE16,8.895,Low Fat,0.044093978,Frozen Foods,208.3954,OUT010,1998.0,Small,Tier 3,Grocery Store,1041.977
FDZ16,16.85,Regular,0.267565911,Frozen Foods,194.1478,OUT010,1998.0,Small,Tier 3,Grocery Store,1162.4868
FDU12,15.5,Regular,0.126791761,Baking Goods,262.1568,OUT010,1998.0,Small,Tier 3,Grocery Store,527.3136
FDW47,15.0,Low Fat,0.077622622,Breads,121.8414,OUT010,1998.0,Small,Tier 3,Grocery Store,243.6828
FDH56,9.8,Regular,0.106816919,Fruits and Vegetables,114.2492,OUT010,1998.0,Small,Tier 3,Grocery Store,463.3968
FDQ51,16.0,Regular,0.029377239,Meat,46.1718,OUT010,1998.0,Small,Tier 3,Grocery Store,94.5436
FDR46,16.85,Low Fat,0.233356571,Snack Foods,146.576,OUT010,1998.0,Small,Tier 3,Grocery Store,439.42800000000005
NCO41,12.5,Low Fat,0.031549131,Health and Hygiene,99.0384,,1998.0,Small,Tier 3,Grocery Store,197.0768
NCH55,16.35,Low Fat,0.05803434900000001,Household,124.802,OUT010,1998.0,Small,Tier 3,Grocery Store,253.004
FDA43,10.895,Low Fat,0.108253944,Fruits and Vegetables,194.8794,OUT010,1998.0,Small,Tier 3,Grocery Store,585.2382
FDP19,11.5,Low Fat,0.290430317,Fruits and Vegetables,130.6652,OUT010,1998.0,Small,Tier 3,Grocery Store,258.3304
DRG49,7.81,Low Fat,0.112906337,Soft Drinks,243.5486,OUT010,1998.0,Small,Tier 3,Grocery Store,488.6972
FDC09,15.5,Regular,0.044024163,Fruits and Vegetables,102.0332,OUT010,1998.0,Small,Tier 3,Grocery Store,102.5332
FDT56,16.0,Regular,0.193477995,Fruits and Vegetables,55.9246,OUT010,1998.0,Small,Tier 3,Grocery Store,405.4722
FDA15,9.3,Low Fat,0.026818196,Dairy,248.9092,OUT010,1998.0,Small,Tier 3,Grocery Store,498.0184
FDB32,20.6,Low Fat,0.039255412,Fruits and Vegetables,94.4778,OUT010,1998.0,Small,Tier 3,Grocery Store,93.8778
FDZ28,20.0,Regular,0.08618788599999999,Frozen Foods,125.4678,OUT010,1998.0,Small,Tier 3,Grocery Store,127.1678
FDK28,5.695,Low Fat,0.109784056,Frozen Foods,256.0646,OUT010,1998.0,Small,Tier 3,Grocery Store,1288.323
FDO11,8.0,Regular,0.050657232,Breads,249.9092,OUT010,1998.0,Small,Tier 3,Grocery Store,249.0092
NCZ53,9.6,Low Fat,0.040969757,Health and Hygiene,188.7214,OUT010,1998.0,Small,Tier 3,Grocery Store,376.8428
DRE03,19.6,Low Fat,0.040550868,Dairy,45.5718,OUT010,1998.0,Small,Tier 3,Grocery Store,47.2718
FDZ09,17.6,Low Fat,0.17554588899999998,Snack Foods,163.6868,OUT010,1998.0,Small,Tier 3,Grocery Store,163.7868
FDK04,7.36,Low Fat,0.08755962099999999,Frozen Foods,55.2588,OUT010,1998.0,Small,Tier 3,Grocery Store,229.0352
FDQ15,20.35,Regular,0.252865979,Meat,82.7276,OUT010,1998.0,Small,Tier 3,Grocery Store,162.4552
FDD53,16.2,Low Fat,0.074019393,Frozen Foods,41.7454,OUT010,1998.0,Small,Tier 3,Grocery Store,83.8908
FDR48,11.65,Low Fat,0.220111117,Baking Goods,153.0024,OUT010,1998.0,Small,Tier 3,Grocery Store,455.4072
NCI29,8.6,Low Fat,0.054601779,Health and Hygiene,141.1154,OUT010,1998.0,Small,Tier 3,Grocery Store,425.4462
NCF42,17.35,Low Fat,0.280164929,Household,177.5712,OUT010,1998.0,Small,Tier 3,Grocery Store,527.3136
FDD02,16.6,Low Fat,0.084176826,Canned,118.0124,OUT010,1998.0,Small,Tier 3,Grocery Store,592.562
NCA30,19.0,Low Fat,0.216478153,Household,190.1872,OUT010,1998.0,Small,Tier 3,Grocery Store,567.2616
NCJ19,18.6,Low Fat,0.19780911,Others,55.6588,OUT010,1998.0,Small,Tier 3,Grocery Store,114.5176
FDY03,17.6,Regular,0.127412338,Meat,111.3202,OUT010,1998.0,Small,Tier 3,Grocery Store,337.5606
NCN06,8.39,Low Fat,0.20168772,Household,162.8868,OUT010,1998.0,Small,Tier 3,Grocery Store,327.5736
DRF36,16.1,Low Fat,0.039463564,Soft Drinks,189.9846,OUT010,1998.0,Small,Tier 3,Grocery Store,191.0846
FDE09,8.775,Low Fat,0.036159635,Fruits and Vegetables,110.7228,OUT010,1998.0,Small,Tier 3,Grocery Store,331.5684
FDJ36,14.5,Regular,0.214681063,Baking Goods,102.7332,OUT010,1998.0,Small,Tier 3,Grocery Store,205.0664
NCL53,7.5,Low Fat,0.060649825,Health and Hygiene,177.4028,OUT010,1998.0,Small,Tier 3,Grocery Store,354.2056
FDK09,15.2,Low Fat,0.153592956,Snack Foods,228.0352,OUT010,1998.0,Small,Tier 3,Grocery Store,458.0704
FDH40,11.6,Regular,0.132111921,Frozen Foods,82.2276,OUT010,1998.0,Small,Tier 3,Grocery Store,243.6828
NCO14,9.6,Low Fat,0.049617765,Household,44.2086,OUT010,1998.0,Small,Tier 3,Grocery Store,44.6086
FDY02,8.945,Regular,0.146701312,Dairy,262.291,OUT010,1998.0,Small,Tier 3,Grocery Store,1314.955
FDX58,13.15,Low Fat,0.073251428,Snack Foods,181.695,OUT010,1998.0,Small,Tier 3,Grocery Store,549.285
FDH60,19.7,Regular,0.141360118,Baking Goods,197.311,OUT019,1985.0,Small,Tier 3,Grocery Store,392.822
FDR02,16.7,Low Fat,0.036933417,Dairy,109.1886,OUT010,1998.0,Small,Tier 3,Grocery Store,222.3772
FDO24,11.1,Low Fat,0.294948897,Baking Goods,159.0604,OUT010,1998.0,Small,Tier 3,Grocery Store,792.302
DRI11,8.26,Low Fat,0.057585723,Hard Drinks,113.7834,OUT010,1998.0,Small,Tier 3,Grocery Store,115.1834
FDX37,16.2,Low Fat,0.105498192,Canned,101.47,OUT010,1998.0,Small,Tier 3,Grocery Store,399.48
FDF32,16.35,Low Fat,0.113953562,Fruits and Vegetables,198.2426,OUT010,1998.0,Small,Tier 3,Grocery Store,790.9704
FDC26,10.195,Low Fat,0.211539389,Canned,110.9886,OUT010,1998.0,Small,Tier 3,Grocery Store,111.1886
FDQ04,6.4,Low Fat,0.14186016099999998,Frozen Foods,41.0796,OUT010,1998.0,Small,Tier 3,Grocery Store,41.2796
FDQ39,14.8,Low Fat,0.13564792,Meat,190.8846,OUT010,1998.0,Small,Tier 3,Grocery Store,191.0846
FDU27,18.6,Regular,0.28701714,Meat,48.8376,OUT010,1998.0,Small,Tier 3,Grocery Store,47.9376
FDP15,15.2,Low Fat,0.0417680355,Meat,256.033,OUT010,1998.0,Small,Tier 3,Grocery Store,1281.665
FDH47,13.5,Regular,0.21561193,Starchy Foods,98.6068,OUT010,1998.0,Small,Tier 3,Grocery Store,97.2068
NCH18,9.3,Low Fat,0.074753743,Household,246.4802,OUT010,1998.0,Small,Tier 3,Grocery Store,982.7208
NCV29,11.8,Low Fat,0.038235337,Health and Hygiene,177.5686,OUT010,1998.0,Small,Tier 3,Grocery Store,711.0744
FDZ33,10.195,Low Fat,0.104125358125,Snack Foods,147.2076,OUT010,1998.0,Small,Tier 3,Grocery Store,739.038
FDB17,13.15,Low Fat,0.061381589,Frozen Foods,179.9976,OUT010,1998.0,Small,Tier 3,Grocery Store,181.0976
FDS59,14.8,Regular,0.07346863099999999,Breads,110.857,OUT010,1998.0,Small,Tier 3,Grocery Store,329.571
NCL06,14.65,Low Fat,0.120624771,Household,261.7594,OUT010,1998.0,Small,Tier 3,Grocery Store,523.3188
FDR37,16.5,Regular,0.110888167,Breakfast,181.6292,OUT010,1998.0,Small,Tier 3,Grocery Store,1094.5752
NCV53,8.27,Low Fat,0.031490111,Health and Hygiene,239.088,OUT010,1998.0,Small,Tier 3,Grocery Store,719.064
FDN03,9.8,Regular,0.025257508,Meat,248.5408,OUT010,1998.0,Small,Tier 3,Grocery Store,751.0224
NCH54,13.5,Low Fat,0.12163321,Household,161.692,OUT010,1998.0,Small,Tier 3,Grocery Store,159.792
FDM09,11.15,Regular,0.143831787,Snack Foods,169.979,OUT010,1998.0,Small,Tier 3,Grocery Store,169.77900000000002
NCQ17,10.3,Low Fat,0.195721125,Health and Hygiene,156.463,OUT010,1998.0,Small,Tier 3,Grocery Store,312.926
FDI56,7.325,Low Fat,0.156307983,Fruits and Vegetables,92.2146,OUT010,1998.0,Small,Tier 3,Grocery Store,91.2146
FDR10,17.6,Low Fat,0.016804724,Snack Foods,163.4552,OUT010,1998.0,Small,Tier 3,Grocery Store,649.8208
FDY08,9.395,Regular,0.286344848,Fruits and Vegetables,139.1838,OUT010,1998.0,Small,Tier 3,Grocery Store,280.9676
FDS26,20.35,Low Fat,0.14975313199999998,Dairy,259.7594,OUT010,1998.0,Small,Tier 3,Grocery Store,784.9782
DRD25,6.135,Low Fat,0.132183029,Soft Drinks,115.086,OUT010,1998.0,Small,Tier 3,Grocery Store,452.744
FDE22,9.695,Low Fat,0.049498821,Snack Foods,158.792,OUT010,1998.0,Small,Tier 3,Grocery Store,319.584
FDY26,20.6,Regular,0.051068365,Dairy,213.0244,OUT010,1998.0,Small,Tier 3,Grocery Store,423.4488
FDF56,16.7,Regular,0.199955274,Fruits and Vegetables,182.3976,OUT010,1998.0,Small,Tier 3,Grocery Store,724.3904
FDJ48,11.3,Low Fat,0.094460314,Baking Goods,245.3118,OUT010,1998.0,Small,Tier 3,Grocery Store,247.0118
NCK53,11.6,Low Fat,0.062903297,Health and Hygiene,100.4042,OUT010,1998.0,Small,Tier 3,Grocery Store,595.2252
FDJ28,12.3,Low Fat,0.036590807,Frozen Foods,193.3162,OUT010,1998.0,Small,Tier 3,Grocery Store,192.4162
DRD24,13.85,Low Fat,0.051544658,Soft Drinks,142.5154,OUT010,1998.0,Small,Tier 3,Grocery Store,141.8154
FDV04,7.825,Regular,0.251094747,Frozen Foods,156.6288,OUT010,1998.0,Small,Tier 3,Grocery Store,628.5152
FDW19,12.35,Regular,0.064441812,Fruits and Vegetables,110.957,OUT010,1998.0,Small,Tier 3,Grocery Store,219.71400000000003
NCP17,19.35,Low Fat,0.0221758524,Health and Hygiene,65.3168,OUT010,1998.0,Small,Tier 3,Grocery Store,191.7504
FDE11,17.7,Regular,0.226122963,Starchy Foods,185.7924,OUT010,1998.0,Small,Tier 3,Grocery Store,370.1848
FDV36,18.7,Low Fat,0.044024163,Baking Goods,125.902,OUT010,1998.0,Small,Tier 3,Grocery Store,126.502
NCT30,9.1,Low Fat,0.134393836,Household,48.0718,OUT010,1998.0,Small,Tier 3,Grocery Store,47.2718
FDP24,20.6,Low Fat,0.13893181,Baking Goods,119.5756,OUT010,1998.0,Small,Tier 3,Grocery Store,121.1756
FDL40,17.7,Low Fat,0.019438042,Frozen Foods,95.541,OUT010,1998.0,Small,Tier 3,Grocery Store,96.541
FDG57,14.7,Low Fat,0.121012632,Fruits and Vegetables,49.4034,OUT010,1998.0,Small,Tier 3,Grocery Store,194.4136
FDI20,19.1,Low Fat,0.064547828,Fruits and Vegetables,212.8586,OUT010,1998.0,Small,Tier 3,Grocery Store,422.1172
NCL29,9.695,Low Fat,0.190711254,Health and Hygiene,159.1604,OUT010,1998.0,Small,Tier 3,Grocery Store,633.8416
FDF52,9.3,Low Fat,0.11178154,Frozen Foods,182.3292,OUT010,1998.0,Small,Tier 3,Grocery Store,182.4292
FDD47,7.6,Regular,0.238366442,Starchy Foods,171.8448,OUT010,1998.0,Small,Tier 3,Grocery Store,852.2239999999998
FDF20,12.85,Low Fat,0.055603753,Fruits and Vegetables,195.6768,OUT010,1998.0,Small,Tier 3,Grocery Store,394.1536
NCA29,10.5,Low Fat,0.045655118,Household,169.8106,OUT010,1998.0,Small,Tier 3,Grocery Store,171.1106
FDX43,5.655,Low Fat,0.142732848,Fruits and Vegetables,167.95,OUT010,1998.0,Small,Tier 3,Grocery Store,166.45
FDE59,12.15,Low Fat,0.104257037,Starchy Foods,34.0532,OUT010,1998.0,Small,Tier 3,Grocery Store,179.766
NCM06,7.475,Low Fat,0.126752975,Household,154.2656,OUT010,1998.0,Small,Tier 3,Grocery Store,308.9312
FDX39,14.3,Regular,0.083147702,Meat,210.1586,OUT010,1998.0,Small,Tier 3,Grocery Store,422.1172
FDZ51,11.3,Regular,0.091310237,Meat,96.9094,OUT010,1998.0,Small,Tier 3,Grocery Store,190.4188
FDQ56,6.59,Low Fat,0.17674825800000002,Fruits and Vegetables,82.7908,OUT010,1998.0,Small,Tier 3,Grocery Store,83.8908
NCU53,5.485,Low Fat,0.07155776900000001,Health and Hygiene,165.7842,OUT010,1998.0,Small,Tier 3,Grocery Store,165.7842
NCH07,13.15,Low Fat,0.155105614,Household,157.2604,OUT010,1998.0,Small,Tier 3,Grocery Store,316.9208
FDO16,5.48,Low Fat,0.02528802,Frozen Foods,83.325,OUT010,1998.0,Small,Tier 3,Grocery Store,416.125
FDF34,9.3,Regular,0.02346559,Snack Foods,197.6084,OUT010,1998.0,Small,Tier 3,Grocery Store,595.2252
DRD15,10.6,Low Fat,0.095064731,Dairy,232.4642,OUT010,1998.0,Small,Tier 3,Grocery Store,697.0926
NCS30,5.945,Low Fat,0.155706798,Household,127.9652,OUT010,1998.0,Small,Tier 3,Grocery Store,645.826
FDV31,9.8,Low Fat,0.178622919,Fruits and Vegetables,177.937,OUT010,1998.0,Small,Tier 3,Grocery Store,176.437
DRK59,8.895,Low Fat,0.126287542,Hard Drinks,235.5616,OUT010,1998.0,Small,Tier 3,Grocery Store,468.7232
FDO60,20.0,Low Fat,0.057527544000000014,Baking Goods,43.1086,OUT010,1998.0,Small,Tier 3,Grocery Store,89.2172
FDZ59,6.63,Regular,0.174110803,Baking Goods,166.85,OUT010,1998.0,Small,Tier 3,Grocery Store,499.35
FDJ20,20.7,Regular,0.16767231,Fruits and Vegetables,124.2388,OUT010,1998.0,Small,Tier 3,Grocery Store,247.6776
NCF54,18.0,Low Fat,0.07929947400000001,Household,170.5422,OUT010,1998.0,Small,Tier 3,Grocery Store,344.8844
FDQ19,7.35,Regular,0.024044279,Fruits and Vegetables,241.0512,OUT010,1998.0,Small,Tier 3,Grocery Store,242.3512
DRG03,14.5,Low Fat,0.103752817,Dairy,155.1998,OUT010,1998.0,Small,Tier 3,Grocery Store,307.5996
FDC21,14.6,Regular,0.071904258,Fruits and Vegetables,106.8254,OUT010,1998.0,Small,Tier 3,Grocery Store,108.5254
FDM34,19.0,Low Fat,0.112893408,Snack Foods,131.0626,OUT010,1998.0,Small,Tier 3,Grocery Store,524.6504
NCX29,10.0,Low Fat,0.149223055,Health and Hygiene,145.8102,OUT010,1998.0,Small,Tier 3,Grocery Store,874.8612
FDN38,6.615,Regular,0.161030847,Canned,251.2408,OUT019,1985.0,Small,Tier 3,Grocery Store,1001.3632
FDT43,16.35,Low Fat,0.034393057000000005,Fruits and Vegetables,50.8324,OUT010,1998.0,Small,Tier 3,Grocery Store,155.7972
FDZ04,9.31,Low Fat,0.06352904599999999,Frozen Foods,63.75100000000001,OUT010,1998.0,Small,Tier 3,Grocery Store,126.502
NCV05,10.1,Low Fat,0.050562853,Health and Hygiene,153.3656,OUT010,1998.0,Small,Tier 3,Grocery Store,463.3968
FDW55,12.6,Regular,0.036773101,Fruits and Vegetables,250.3092,OUT010,1998.0,Small,Tier 3,Grocery Store,249.0092
FDT11,5.94,Regular,0.049163321,Breads,186.4556,OUT010,1998.0,Small,Tier 3,Grocery Store,563.2668
FDS32,17.75,Regular,0.049634572,Fruits and Vegetables,140.2838,OUT010,1998.0,Small,Tier 3,Grocery Store,280.9676
NCW06,16.2,Low Fat,0.08425957,Household,192.3162,OUT010,1998.0,Small,Tier 3,Grocery Store,769.6648
FDX32,15.1,Regular,0.09590452333333334,Fruits and Vegetables,146.2786,OUT010,1998.0,Small,Tier 3,Grocery Store,433.4358
FDK38,6.65,Low Fat,0.089196394,Canned,147.0734,OUT010,1998.0,Small,Tier 3,Grocery Store,296.9468
FDW07,18.0,Regular,0.238831875,Fruits and Vegetables,88.2514,OUT010,1998.0,Small,Tier 3,Grocery Store,88.5514
FDN01,8.895,Low Fat,0.121180705,Breakfast,177.037,OUT010,1998.0,Small,Tier 3,Grocery Store,176.437
NCC18,19.1,Low Fat,0.17739432800000002,Household,171.8422,OUT010,1998.0,Small,Tier 3,Grocery Store,1034.6532
FDP39,12.65,Low Fat,0.116203156,Meat,53.5324,OUT010,1998.0,Small,Tier 3,Grocery Store,415.4592
FDE17,20.1,Regular,0.04674006871428571,Frozen Foods,152.2366,OUT010,1998.0,Small,Tier 3,Grocery Store,151.1366
FDW13,8.5,Low Fat,0.16383895099999998,Canned,51.3324,OUT010,1998.0,Small,Tier 3,Grocery Store,311.5944
NCE43,12.5,Low Fat,0.17314115,Household,168.4448,OUT010,1998.0,Small,Tier 3,Grocery Store,170.4448
DRI51,17.25,Low Fat,0.070703828,Dairy,170.3764,OUT010,1998.0,Small,Tier 3,Grocery Store,343.5528
FDH48,13.5,Low Fat,0.101231721,Baking Goods,86.25399999999998,OUT010,1998.0,Small,Tier 3,Grocery Store,173.108
NCB18,19.6,Low Fat,0.069112952,Household,90.1514,OUT010,1998.0,Small,Tier 3,Grocery Store,442.757
NCC31,8.02,Low Fat,0.033259081,Household,154.2972,OUT010,1998.0,Small,Tier 3,Grocery Store,1090.5804
